id,name,type,tactics,description,severity,cvss_score,cvss_vector
T1126,TTP-752,TTP,discovery,Adversaries may perform malicious activity related to TTP 752.,high,,
T6620,TTP-753,TTP,execution,Adversaries may perform malicious activity related to TTP 753.,critical,,
CVE-2024-1045,CVE-754,CVE,execution,Critical vulnerability in software 754 allowing remote exploitation.,critical,8.4,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
CVE-2023-2299,CVE-755,CVE,execution,Critical vulnerability in software 755 allowing remote exploitation.,high,9.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H
CVE-2021-2597,CVE-756,CVE,privilege-escalation,Critical vulnerability in software 756 allowing remote exploitation.,critical,9.9,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:H/I:H/A:H
CVE-2021-1799,CVE-757,CVE,initial-access,Critical vulnerability in software 757 allowing remote exploitation.,critical,7.7,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
CVE-2021-7477,CVE-758,CVE,execution,Critical vulnerability in software 758 allowing remote exploitation.,critical,9.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
T6754,TTP-759,TTP,discovery,Adversaries may perform malicious activity related to TTP 759.,medium,,
CVE-2020-4931,CVE-760,CVE,privilege-escalation,Critical vulnerability in software 760 allowing remote exploitation.,critical,7.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
T9312,TTP-761,TTP,persistence,Adversaries may perform malicious activity related to TTP 761.,high,,
T7973,TTP-762,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 762.,critical,,
CVE-2022-8450,CVE-763,CVE,privilege-escalation,Critical vulnerability in software 763 allowing remote exploitation.,critical,9.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
T1358,TTP-764,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 764.,critical,,
CVE-2023-5831,CVE-765,CVE,execution,Critical vulnerability in software 765 allowing remote exploitation.,critical,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
T6213,TTP-766,TTP,discovery,Adversaries may perform malicious activity related to TTP 766.,medium,,
T9202,TTP-767,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 767.,high,,
T7648,TTP-768,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 768.,high,,
T7083,TTP-769,TTP,persistence,Adversaries may perform malicious activity related to TTP 769.,medium,,
T8738,TTP-770,TTP,discovery,Adversaries may perform malicious activity related to TTP 770.,high,,
T5850,TTP-771,TTP,persistence,Adversaries may perform malicious activity related to TTP 771.,high,,
T4233,TTP-772,TTP,discovery,Adversaries may perform malicious activity related to TTP 772.,high,,
CVE-2021-1591,CVE-773,CVE,privilege-escalation,Critical vulnerability in software 773 allowing remote exploitation.,high,8.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
T8034,TTP-774,TTP,persistence,Adversaries may perform malicious activity related to TTP 774.,medium,,
T5120,TTP-775,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 775.,medium,,
CVE-2024-1623,CVE-776,CVE,privilege-escalation,Critical vulnerability in software 776 allowing remote exploitation.,high,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
CVE-2021-8064,CVE-777,CVE,initial-access,Critical vulnerability in software 777 allowing remote exploitation.,critical,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
T2262,TTP-778,TTP,persistence,Adversaries may perform malicious activity related to TTP 778.,critical,,
T9950,TTP-779,TTP,impact,Adversaries may perform malicious activity related to TTP 779.,high,,
T1296,TTP-780,TTP,persistence,Adversaries may perform malicious activity related to TTP 780.,critical,,
T4949,TTP-781,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 781.,medium,,
T4491,TTP-782,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 782.,medium,,
T2514,TTP-783,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 783.,critical,,
CVE-2022-6665,CVE-784,CVE,execution,Critical vulnerability in software 784 allowing remote exploitation.,critical,7.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
CVE-2025-1306,CVE-785,CVE,execution,Critical vulnerability in software 785 allowing remote exploitation.,critical,7.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
T7483,TTP-786,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 786.,critical,,
T6332,TTP-787,TTP,execution,Adversaries may perform malicious activity related to TTP 787.,critical,,
T8676,TTP-788,TTP,execution,Adversaries may perform malicious activity related to TTP 788.,critical,,
T6175,TTP-789,TTP,persistence,Adversaries may perform malicious activity related to TTP 789.,critical,,
CVE-2022-8462,CVE-790,CVE,privilege-escalation,Critical vulnerability in software 790 allowing remote exploitation.,critical,8.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
CVE-2021-3238,CVE-791,CVE,privilege-escalation,Critical vulnerability in software 791 allowing remote exploitation.,high,9.0,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
T8762,TTP-792,TTP,execution,Adversaries may perform malicious activity related to TTP 792.,critical,,
T2418,TTP-793,TTP,execution,Adversaries may perform malicious activity related to TTP 793.,high,,
T4499,TTP-794,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 794.,high,,
T3286,TTP-795,TTP,impact,Adversaries may perform malicious activity related to TTP 795.,medium,,
T8271,TTP-796,TTP,execution,Adversaries may perform malicious activity related to TTP 796.,medium,,
CVE-2022-2517,CVE-797,CVE,execution,Critical vulnerability in software 797 allowing remote exploitation.,high,8.7,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
CVE-2022-2053,CVE-798,CVE,initial-access,Critical vulnerability in software 798 allowing remote exploitation.,critical,8.7,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H
T4230,TTP-799,TTP,persistence,Adversaries may perform malicious activity related to TTP 799.,critical,,
CVE-2025-3953,CVE-800,CVE,privilege-escalation,Critical vulnerability in software 800 allowing remote exploitation.,critical,7.4,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
T8878,TTP-801,TTP,impact,Adversaries may perform malicious activity related to TTP 801.,high,,
CVE-2023-4232,CVE-802,CVE,initial-access,Critical vulnerability in software 802 allowing remote exploitation.,critical,7.9,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
CVE-2022-5255,CVE-803,CVE,execution,Critical vulnerability in software 803 allowing remote exploitation.,critical,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
CVE-2025-9139,CVE-804,CVE,privilege-escalation,Critical vulnerability in software 804 allowing remote exploitation.,critical,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
CVE-2021-3659,CVE-805,CVE,execution,Critical vulnerability in software 805 allowing remote exploitation.,critical,7.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
T1306,TTP-806,TTP,impact,Adversaries may perform malicious activity related to TTP 806.,high,,
CVE-2020-4472,CVE-807,CVE,privilege-escalation,Critical vulnerability in software 807 allowing remote exploitation.,high,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
T7776,TTP-808,TTP,discovery,Adversaries may perform malicious activity related to TTP 808.,medium,,
CVE-2023-5900,CVE-809,CVE,initial-access,Critical vulnerability in software 809 allowing remote exploitation.,critical,8.5,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H
T2847,TTP-810,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 810.,medium,,
T9225,TTP-811,TTP,persistence,Adversaries may perform malicious activity related to TTP 811.,high,,
CVE-2024-2014,CVE-812,CVE,initial-access,Critical vulnerability in software 812 allowing remote exploitation.,critical,9.4,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
CVE-2025-6270,CVE-813,CVE,privilege-escalation,Critical vulnerability in software 813 allowing remote exploitation.,high,7.2,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
T2410,TTP-814,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 814.,critical,,
CVE-2024-9120,CVE-815,CVE,execution,Critical vulnerability in software 815 allowing remote exploitation.,critical,9.2,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
CVE-2022-1080,CVE-816,CVE,privilege-escalation,Critical vulnerability in software 816 allowing remote exploitation.,high,7.6,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
T3980,TTP-817,TTP,persistence,Adversaries may perform malicious activity related to TTP 817.,high,,
T2750,TTP-818,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 818.,critical,,
CVE-2023-5045,CVE-819,CVE,initial-access,Critical vulnerability in software 819 allowing remote exploitation.,critical,9.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
T2362,TTP-820,TTP,execution,Adversaries may perform malicious activity related to TTP 820.,high,,
T7514,TTP-821,TTP,discovery,Adversaries may perform malicious activity related to TTP 821.,high,,
T4912,TTP-822,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 822.,medium,,
CVE-2025-1020,CVE-823,CVE,execution,Critical vulnerability in software 823 allowing remote exploitation.,high,9.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H
T8324,TTP-824,TTP,discovery,Adversaries may perform malicious activity related to TTP 824.,medium,,
T2385,TTP-825,TTP,discovery,Adversaries may perform malicious activity related to TTP 825.,high,,
T9379,TTP-826,TTP,impact,Adversaries may perform malicious activity related to TTP 826.,high,,
T2444,TTP-827,TTP,execution,Adversaries may perform malicious activity related to TTP 827.,high,,
T7385,TTP-828,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 828.,high,,
CVE-2020-3233,CVE-829,CVE,privilege-escalation,Critical vulnerability in software 829 allowing remote exploitation.,high,9.0,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
T4769,TTP-830,TTP,discovery,Adversaries may perform malicious activity related to TTP 830.,medium,,
CVE-2021-1819,CVE-831,CVE,execution,Critical vulnerability in software 831 allowing remote exploitation.,critical,8.7,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
T6461,TTP-832,TTP,execution,Adversaries may perform malicious activity related to TTP 832.,critical,,
CVE-2022-1115,CVE-833,CVE,privilege-escalation,Critical vulnerability in software 833 allowing remote exploitation.,critical,9.4,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H
T1828,TTP-834,TTP,execution,Adversaries may perform malicious activity related to TTP 834.,high,,
T8832,TTP-835,TTP,persistence,Adversaries may perform malicious activity related to TTP 835.,high,,
CVE-2023-2052,CVE-836,CVE,initial-access,Critical vulnerability in software 836 allowing remote exploitation.,high,9.4,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H
T7373,TTP-837,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 837.,critical,,
CVE-2023-6006,CVE-838,CVE,execution,Critical vulnerability in software 838 allowing remote exploitation.,high,7.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
CVE-2024-1398,CVE-839,CVE,initial-access,Critical vulnerability in software 839 allowing remote exploitation.,critical,9.0,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
T5805,TTP-840,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 840.,medium,,
T2044,TTP-841,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 841.,medium,,
CVE-2023-3693,CVE-842,CVE,initial-access,Critical vulnerability in software 842 allowing remote exploitation.,high,7.0,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
T5180,TTP-843,TTP,discovery,Adversaries may perform malicious activity related to TTP 843.,critical,,
T3421,TTP-844,TTP,execution,Adversaries may perform malicious activity related to TTP 844.,medium,,
T5108,TTP-845,TTP,discovery,Adversaries may perform malicious activity related to TTP 845.,critical,,
T4947,TTP-846,TTP,impact,Adversaries may perform malicious activity related to TTP 846.,critical,,
T9465,TTP-847,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 847.,high,,
T1614,TTP-848,TTP,discovery,Adversaries may perform malicious activity related to TTP 848.,critical,,
CVE-2022-3521,CVE-849,CVE,initial-access,Critical vulnerability in software 849 allowing remote exploitation.,critical,8.4,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
T2734,TTP-850,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 850.,critical,,
T9221,TTP-851,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 851.,high,,
CVE-2020-6988,CVE-852,CVE,execution,Critical vulnerability in software 852 allowing remote exploitation.,critical,7.2,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
CVE-2021-8650,CVE-853,CVE,initial-access,Critical vulnerability in software 853 allowing remote exploitation.,high,8.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
CVE-2023-5960,CVE-854,CVE,initial-access,Critical vulnerability in software 854 allowing remote exploitation.,high,9.5,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H
T1653,TTP-855,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 855.,critical,,
CVE-2022-3905,CVE-856,CVE,execution,Critical vulnerability in software 856 allowing remote exploitation.,high,10.0,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
CVE-2025-6938,CVE-857,CVE,privilege-escalation,Critical vulnerability in software 857 allowing remote exploitation.,high,9.4,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
CVE-2024-5694,CVE-858,CVE,initial-access,Critical vulnerability in software 858 allowing remote exploitation.,critical,8.4,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
T1304,TTP-859,TTP,persistence,Adversaries may perform malicious activity related to TTP 859.,high,,
CVE-2020-8718,CVE-860,CVE,execution,Critical vulnerability in software 860 allowing remote exploitation.,critical,9.7,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H
T8677,TTP-861,TTP,persistence,Adversaries may perform malicious activity related to TTP 861.,high,,
CVE-2023-3529,CVE-862,CVE,privilege-escalation,Critical vulnerability in software 862 allowing remote exploitation.,high,8.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H
CVE-2025-3978,CVE-863,CVE,execution,Critical vulnerability in software 863 allowing remote exploitation.,critical,7.6,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
T6912,TTP-864,TTP,execution,Adversaries may perform malicious activity related to TTP 864.,critical,,
T8926,TTP-865,TTP,discovery,Adversaries may perform malicious activity related to TTP 865.,high,,
CVE-2023-1716,CVE-866,CVE,privilege-escalation,Critical vulnerability in software 866 allowing remote exploitation.,critical,8.9,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H
CVE-2025-9633,CVE-867,CVE,privilege-escalation,Critical vulnerability in software 867 allowing remote exploitation.,high,7.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
CVE-2025-9715,CVE-868,CVE,privilege-escalation,Critical vulnerability in software 868 allowing remote exploitation.,critical,7.2,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H
CVE-2022-9902,CVE-869,CVE,initial-access,Critical vulnerability in software 869 allowing remote exploitation.,critical,9.4,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
CVE-2024-9332,CVE-870,CVE,privilege-escalation,Critical vulnerability in software 870 allowing remote exploitation.,high,8.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
T8069,TTP-871,TTP,discovery,Adversaries may perform malicious activity related to TTP 871.,high,,
CVE-2024-7792,CVE-872,CVE,initial-access,Critical vulnerability in software 872 allowing remote exploitation.,high,7.4,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
T1855,TTP-873,TTP,persistence,Adversaries may perform malicious activity related to TTP 873.,medium,,
T2439,TTP-874,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 874.,high,,
T7207,TTP-875,TTP,execution,Adversaries may perform malicious activity related to TTP 875.,high,,
T5289,TTP-876,TTP,discovery,Adversaries may perform malicious activity related to TTP 876.,high,,
CVE-2022-6682,CVE-877,CVE,initial-access,Critical vulnerability in software 877 allowing remote exploitation.,critical,7.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
CVE-2025-1983,CVE-878,CVE,initial-access,Critical vulnerability in software 878 allowing remote exploitation.,high,9.6,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H
CVE-2022-4234,CVE-879,CVE,privilege-escalation,Critical vulnerability in software 879 allowing remote exploitation.,high,7.7,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
CVE-2021-5540,CVE-880,CVE,execution,Critical vulnerability in software 880 allowing remote exploitation.,critical,8.1,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H
CVE-2025-6336,CVE-881,CVE,privilege-escalation,Critical vulnerability in software 881 allowing remote exploitation.,critical,7.6,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
T5147,TTP-882,TTP,persistence,Adversaries may perform malicious activity related to TTP 882.,high,,
T4113,TTP-883,TTP,impact,Adversaries may perform malicious activity related to TTP 883.,medium,,
CVE-2025-9800,CVE-884,CVE,initial-access,Critical vulnerability in software 884 allowing remote exploitation.,critical,9.6,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H
CVE-2025-6902,CVE-885,CVE,initial-access,Critical vulnerability in software 885 allowing remote exploitation.,high,7.4,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
CVE-2023-4074,CVE-886,CVE,execution,Critical vulnerability in software 886 allowing remote exploitation.,critical,8.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H
CVE-2025-6004,CVE-887,CVE,execution,Critical vulnerability in software 887 allowing remote exploitation.,critical,9.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H
T4402,TTP-888,TTP,execution,Adversaries may perform malicious activity related to TTP 888.,critical,,
T7576,TTP-889,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 889.,high,,
CVE-2022-4745,CVE-890,CVE,initial-access,Critical vulnerability in software 890 allowing remote exploitation.,high,7.3,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
T8814,TTP-891,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 891.,high,,
T3282,TTP-892,TTP,discovery,Adversaries may perform malicious activity related to TTP 892.,critical,,
CVE-2020-6812,CVE-893,CVE,execution,Critical vulnerability in software 893 allowing remote exploitation.,critical,9.0,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H
CVE-2021-1384,CVE-894,CVE,initial-access,Critical vulnerability in software 894 allowing remote exploitation.,critical,8.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
CVE-2021-6220,CVE-895,CVE,execution,Critical vulnerability in software 895 allowing remote exploitation.,critical,9.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
T7281,TTP-896,TTP,impact,Adversaries may perform malicious activity related to TTP 896.,medium,,
CVE-2024-6538,CVE-897,CVE,privilege-escalation,Critical vulnerability in software 897 allowing remote exploitation.,high,9.9,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
CVE-2022-6334,CVE-898,CVE,privilege-escalation,Critical vulnerability in software 898 allowing remote exploitation.,high,7.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
CVE-2025-1582,CVE-899,CVE,initial-access,Critical vulnerability in software 899 allowing remote exploitation.,high,8.2,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
T9171,TTP-900,TTP,persistence,Adversaries may perform malicious activity related to TTP 900.,critical,,
T3865,TTP-901,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 901.,critical,,
CVE-2021-7724,CVE-902,CVE,execution,Critical vulnerability in software 902 allowing remote exploitation.,critical,9.0,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
CVE-2022-7200,CVE-903,CVE,initial-access,Critical vulnerability in software 903 allowing remote exploitation.,high,9.4,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
CVE-2023-2794,CVE-904,CVE,execution,Critical vulnerability in software 904 allowing remote exploitation.,high,8.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
T1557,TTP-905,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 905.,medium,,
T9443,TTP-906,TTP,execution,Adversaries may perform malicious activity related to TTP 906.,high,,
CVE-2021-1382,CVE-907,CVE,initial-access,Critical vulnerability in software 907 allowing remote exploitation.,high,9.7,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
T9440,TTP-908,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 908.,medium,,
CVE-2023-4464,CVE-909,CVE,execution,Critical vulnerability in software 909 allowing remote exploitation.,critical,9.1,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
CVE-2023-3542,CVE-910,CVE,execution,Critical vulnerability in software 910 allowing remote exploitation.,critical,9.1,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
CVE-2025-3471,CVE-911,CVE,privilege-escalation,Critical vulnerability in software 911 allowing remote exploitation.,high,9.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
CVE-2020-6664,CVE-912,CVE,privilege-escalation,Critical vulnerability in software 912 allowing remote exploitation.,critical,7.7,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
T7001,TTP-913,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 913.,critical,,
T2618,TTP-914,TTP,persistence,Adversaries may perform malicious activity related to TTP 914.,critical,,
T8508,TTP-915,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 915.,medium,,
T3154,TTP-916,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 916.,critical,,
T6443,TTP-917,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 917.,medium,,
CVE-2022-4176,CVE-918,CVE,execution,Critical vulnerability in software 918 allowing remote exploitation.,high,9.9,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
CVE-2021-4394,CVE-919,CVE,privilege-escalation,Critical vulnerability in software 919 allowing remote exploitation.,critical,9.7,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H
CVE-2022-6384,CVE-920,CVE,initial-access,Critical vulnerability in software 920 allowing remote exploitation.,critical,9.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
CVE-2020-4287,CVE-921,CVE,execution,Critical vulnerability in software 921 allowing remote exploitation.,critical,9.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
T3449,TTP-922,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 922.,high,,
CVE-2021-3717,CVE-923,CVE,execution,Critical vulnerability in software 923 allowing remote exploitation.,critical,7.4,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
T4499,TTP-924,TTP,execution,Adversaries may perform malicious activity related to TTP 924.,critical,,
T2245,TTP-925,TTP,discovery,Adversaries may perform malicious activity related to TTP 925.,high,,
T7511,TTP-926,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 926.,high,,
T7017,TTP-927,TTP,persistence,Adversaries may perform malicious activity related to TTP 927.,medium,,
T5645,TTP-928,TTP,discovery,Adversaries may perform malicious activity related to TTP 928.,critical,,
CVE-2020-1261,CVE-929,CVE,initial-access,Critical vulnerability in software 929 allowing remote exploitation.,critical,9.8,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
T6360,TTP-930,TTP,execution,Adversaries may perform malicious activity related to TTP 930.,medium,,
CVE-2020-5545,CVE-931,CVE,initial-access,Critical vulnerability in software 931 allowing remote exploitation.,critical,9.2,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:H/I:H/A:H
CVE-2023-4393,CVE-932,CVE,privilege-escalation,Critical vulnerability in software 932 allowing remote exploitation.,critical,9.7,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
CVE-2020-4520,CVE-933,CVE,initial-access,Critical vulnerability in software 933 allowing remote exploitation.,critical,7.9,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
T6266,TTP-934,TTP,discovery,Adversaries may perform malicious activity related to TTP 934.,high,,
T7224,TTP-935,TTP,impact,Adversaries may perform malicious activity related to TTP 935.,high,,
T6190,TTP-936,TTP,impact,Adversaries may perform malicious activity related to TTP 936.,high,,
T5231,TTP-937,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 937.,high,,
CVE-2021-8129,CVE-938,CVE,initial-access,Critical vulnerability in software 938 allowing remote exploitation.,critical,7.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
CVE-2025-8746,CVE-939,CVE,execution,Critical vulnerability in software 939 allowing remote exploitation.,critical,8.5,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
CVE-2022-6319,CVE-940,CVE,initial-access,Critical vulnerability in software 940 allowing remote exploitation.,high,9.6,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
T5972,TTP-941,TTP,execution,Adversaries may perform malicious activity related to TTP 941.,medium,,
T9833,TTP-942,TTP,impact,Adversaries may perform malicious activity related to TTP 942.,high,,
CVE-2021-5822,CVE-943,CVE,execution,Critical vulnerability in software 943 allowing remote exploitation.,critical,7.1,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
CVE-2021-5480,CVE-944,CVE,execution,Critical vulnerability in software 944 allowing remote exploitation.,high,7.9,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
CVE-2023-2655,CVE-945,CVE,privilege-escalation,Critical vulnerability in software 945 allowing remote exploitation.,critical,7.8,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
T4197,TTP-946,TTP,persistence,Adversaries may perform malicious activity related to TTP 946.,medium,,
