source,target,type,impact_score,mitigation
CVE-2025-9062,IT-03179,TARGETS,0.92,Isoler IT-03179 et appliquer les correctifs pour CVE-2025-9062.
CVE-2021-5600,IT-03197,TARGETS,0.59,Isoler IT-03197 et appliquer les correctifs pour CVE-2021-5600.
CVE-2021-8462,IT-07595,TARGETS,0.81,Isoler IT-07595 et appliquer les correctifs pour CVE-2021-8462.
T8290,IT-00024,TARGETS,0.7,Isoler IT-00024 et appliquer les correctifs pour T8290.
T9576,IT-04944,TARGETS,0.86,Isoler IT-04944 et appliquer les correctifs pour T9576.
T2733,IT-07602,TARGETS,0.98,Isoler IT-07602 et appliquer les correctifs pour T2733.
T8878,IT-07471,TARGETS,0.96,Isoler IT-07471 et appliquer les correctifs pour T8878.
CVE-2021-7477,IT-05889,TARGETS,0.72,Isoler IT-05889 et appliquer les correctifs pour CVE-2021-7477.
CVE-2025-2412,IT-09910,TARGETS,0.9,Isoler IT-09910 et appliquer les correctifs pour CVE-2025-2412.
CVE-2020-8189,IT-09163,TARGETS,0.76,Isoler IT-09163 et appliquer les correctifs pour CVE-2020-8189.
T1429,IT-09488,TARGETS,0.57,Isoler IT-09488 et appliquer les correctifs pour T1429.
T5972,IT-05291,TARGETS,0.52,Isoler IT-05291 et appliquer les correctifs pour T5972.
CVE-2025-5154,IT-02591,TARGETS,0.92,Isoler IT-02591 et appliquer les correctifs pour CVE-2025-5154.
T4093,IT-00432,TARGETS,0.96,Isoler IT-00432 et appliquer les correctifs pour T4093.
CVE-2023-3541,IT-01495,TARGETS,0.54,Isoler IT-01495 et appliquer les correctifs pour CVE-2023-3541.
CVE-2022-1770,IT-05346,TARGETS,0.69,Isoler IT-05346 et appliquer les correctifs pour CVE-2022-1770.
T8411,IT-07603,TARGETS,0.98,Isoler IT-07603 et appliquer les correctifs pour T8411.
CVE-2024-2709,IT-02597,TARGETS,0.87,Isoler IT-02597 et appliquer les correctifs pour CVE-2024-2709.
T4705,IT-07254,TARGETS,0.65,Isoler IT-07254 et appliquer les correctifs pour T4705.
CVE-2025-9375,IT-06391,TARGETS,0.86,Isoler IT-06391 et appliquer les correctifs pour CVE-2025-9375.
CVE-2020-7895,IT-02315,TARGETS,0.93,Isoler IT-02315 et appliquer les correctifs pour CVE-2020-7895.
CVE-2022-2940,IT-02011,TARGETS,0.68,Isoler IT-02011 et appliquer les correctifs pour CVE-2022-2940.
T6816,IT-05708,TARGETS,0.93,Isoler IT-05708 et appliquer les correctifs pour T6816.
T8280,IT-03208,TARGETS,0.59,Isoler IT-03208 et appliquer les correctifs pour T8280.
CVE-2025-6656,IT-04443,TARGETS,0.86,Isoler IT-04443 et appliquer les correctifs pour CVE-2025-6656.
CVE-2023-6865,IT-09971,TARGETS,0.62,Isoler IT-09971 et appliquer les correctifs pour CVE-2023-6865.
T2511,IT-04854,TARGETS,0.92,Isoler IT-04854 et appliquer les correctifs pour T2511.
CVE-2024-3145,IT-08471,TARGETS,0.99,Isoler IT-08471 et appliquer les correctifs pour CVE-2024-3145.
CVE-2025-2022,IT-00202,TARGETS,0.76,Isoler IT-00202 et appliquer les correctifs pour CVE-2025-2022.
T8926,IT-04890,TARGETS,0.59,Isoler IT-04890 et appliquer les correctifs pour T8926.
T7141,IT-05452,TARGETS,0.7,Isoler IT-05452 et appliquer les correctifs pour T7141.
CVE-2025-8849,IT-06126,TARGETS,0.59,Isoler IT-06126 et appliquer les correctifs pour CVE-2025-8849.
CVE-2022-1778,IT-00726,TARGETS,0.56,Isoler IT-00726 et appliquer les correctifs pour CVE-2022-1778.
T5173,IT-08830,TARGETS,0.57,Isoler IT-08830 et appliquer les correctifs pour T5173.
CVE-2020-9508,IT-09916,TARGETS,0.8,Isoler IT-09916 et appliquer les correctifs pour CVE-2020-9508.
T3154,IT-05568,TARGETS,0.79,Isoler IT-05568 et appliquer les correctifs pour T3154.
CVE-2025-8035,IT-09498,TARGETS,0.57,Isoler IT-09498 et appliquer les correctifs pour CVE-2025-8035.
CVE-2024-2196,IT-07506,TARGETS,0.96,Isoler IT-07506 et appliquer les correctifs pour CVE-2024-2196.
CVE-2021-4394,IT-06623,TARGETS,0.74,Isoler IT-06623 et appliquer les correctifs pour CVE-2021-4394.
CVE-2025-6270,IT-00062,TARGETS,0.99,Isoler IT-00062 et appliquer les correctifs pour CVE-2025-6270.
T5963,IT-04380,TARGETS,0.81,Isoler IT-04380 et appliquer les correctifs pour T5963.
CVE-2021-3088,IT-08163,TARGETS,0.67,Isoler IT-08163 et appliquer les correctifs pour CVE-2021-3088.
T5599,IT-09111,TARGETS,0.52,Isoler IT-09111 et appliquer les correctifs pour T5599.
T6234,IT-08203,TARGETS,0.97,Isoler IT-08203 et appliquer les correctifs pour T6234.
T2162,IT-09500,TARGETS,0.85,Isoler IT-09500 et appliquer les correctifs pour T2162.
CVE-2020-1659,IT-03202,TARGETS,0.53,Isoler IT-03202 et appliquer les correctifs pour CVE-2020-1659.
T8864,IT-05184,TARGETS,0.52,Isoler IT-05184 et appliquer les correctifs pour T8864.
CVE-2020-2419,IT-04008,TARGETS,0.52,Isoler IT-04008 et appliquer les correctifs pour CVE-2020-2419.
T7576,IT-03477,TARGETS,0.78,Isoler IT-03477 et appliquer les correctifs pour T7576.
T2410,IT-06735,TARGETS,0.92,Isoler IT-06735 et appliquer les correctifs pour T2410.
CVE-2022-4745,IT-08415,TARGETS,0.93,Isoler IT-08415 et appliquer les correctifs pour CVE-2022-4745.
CVE-2021-6649,IT-02359,TARGETS,0.88,Isoler IT-02359 et appliquer les correctifs pour CVE-2021-6649.
T7395,IT-08288,TARGETS,0.96,Isoler IT-08288 et appliquer les correctifs pour T7395.
CVE-2023-3302,IT-06053,TARGETS,0.8,Isoler IT-06053 et appliquer les correctifs pour CVE-2023-3302.
T7934,IT-09029,TARGETS,0.61,Isoler IT-09029 et appliquer les correctifs pour T7934.
CVE-2022-8450,IT-09245,TARGETS,0.65,Isoler IT-09245 et appliquer les correctifs pour CVE-2022-8450.
CVE-2022-5996,IT-02617,TARGETS,0.67,Isoler IT-02617 et appliquer les correctifs pour CVE-2022-5996.
T2653,IT-08570,TARGETS,0.68,Isoler IT-08570 et appliquer les correctifs pour T2653.
T3053,IT-02776,TARGETS,0.6,Isoler IT-02776 et appliquer les correctifs pour T3053.
CVE-2022-3905,IT-04053,TARGETS,0.92,Isoler IT-04053 et appliquer les correctifs pour CVE-2022-3905.
T3300,IT-04859,TARGETS,0.88,Isoler IT-04859 et appliquer les correctifs pour T3300.
CVE-2025-5237,IT-08740,TARGETS,0.55,Isoler IT-08740 et appliquer les correctifs pour CVE-2025-5237.
CVE-2020-6574,IT-05841,TARGETS,0.69,Isoler IT-05841 et appliquer les correctifs pour CVE-2020-6574.
T2259,IT-09745,TARGETS,0.86,Isoler IT-09745 et appliquer les correctifs pour T2259.
T3865,IT-06249,TARGETS,0.93,Isoler IT-06249 et appliquer les correctifs pour T3865.
CVE-2020-8546,IT-02899,TARGETS,0.88,Isoler IT-02899 et appliquer les correctifs pour CVE-2020-8546.
T2129,IT-04992,TARGETS,0.89,Isoler IT-04992 et appliquer les correctifs pour T2129.
T7721,IT-00914,TARGETS,0.54,Isoler IT-00914 et appliquer les correctifs pour T7721.
T7245,IT-02615,TARGETS,0.95,Isoler IT-02615 et appliquer les correctifs pour T7245.
CVE-2020-9721,IT-04236,TARGETS,0.76,Isoler IT-04236 et appliquer les correctifs pour CVE-2020-9721.
T5180,IT-08022,TARGETS,0.63,Isoler IT-08022 et appliquer les correctifs pour T5180.
T3080,IT-06412,TARGETS,0.67,Isoler IT-06412 et appliquer les correctifs pour T3080.
CVE-2025-9062,IT-09495,TARGETS,0.99,Isoler IT-09495 et appliquer les correctifs pour CVE-2025-9062.
CVE-2025-4512,IT-07645,TARGETS,0.61,Isoler IT-07645 et appliquer les correctifs pour CVE-2025-4512.
T5450,IT-06808,TARGETS,0.54,Isoler IT-06808 et appliquer les correctifs pour T5450.
T7181,IT-00552,TARGETS,0.98,Isoler IT-00552 et appliquer les correctifs pour T7181.
T2640,IT-06659,TARGETS,0.98,Isoler IT-06659 et appliquer les correctifs pour T2640.
T9258,IT-03893,TARGETS,0.82,Isoler IT-03893 et appliquer les correctifs pour T9258.
CVE-2020-2673,IT-04463,TARGETS,0.79,Isoler IT-04463 et appliquer les correctifs pour CVE-2020-2673.
T1025,IT-08922,TARGETS,0.89,Isoler IT-08922 et appliquer les correctifs pour T1025.
CVE-2020-7989,IT-08750,TARGETS,0.58,Isoler IT-08750 et appliquer les correctifs pour CVE-2020-7989.
T5552,IT-00555,TARGETS,0.76,Isoler IT-00555 et appliquer les correctifs pour T5552.
CVE-2025-7364,IT-04105,TARGETS,0.84,Isoler IT-04105 et appliquer les correctifs pour CVE-2025-7364.
T7224,IT-08790,TARGETS,0.81,Isoler IT-08790 et appliquer les correctifs pour T7224.
CVE-2020-9721,IT-03492,TARGETS,0.85,Isoler IT-03492 et appliquer les correctifs pour CVE-2020-9721.
CVE-2020-7719,IT-04575,TARGETS,0.67,Isoler IT-04575 et appliquer les correctifs pour CVE-2020-7719.
CVE-2023-3301,IT-02219,TARGETS,0.9,Isoler IT-02219 et appliquer les correctifs pour CVE-2023-3301.
T6752,IT-08905,TARGETS,0.69,Isoler IT-08905 et appliquer les correctifs pour T6752.
CVE-2024-1412,IT-08970,TARGETS,0.9,Isoler IT-08970 et appliquer les correctifs pour CVE-2024-1412.
T3555,IT-08220,TARGETS,0.51,Isoler IT-08220 et appliquer les correctifs pour T3555.
CVE-2021-7759,IT-00724,TARGETS,0.75,Isoler IT-00724 et appliquer les correctifs pour CVE-2021-7759.
T1126,IT-00233,TARGETS,0.61,Isoler IT-00233 et appliquer les correctifs pour T1126.
CVE-2020-1472,IT-08496,TARGETS,0.57,Isoler IT-08496 et appliquer les correctifs pour CVE-2020-1472.
CVE-2021-4911,IT-05696,TARGETS,0.93,Isoler IT-05696 et appliquer les correctifs pour CVE-2021-4911.
T6565,IT-08484,TARGETS,0.82,Isoler IT-08484 et appliquer les correctifs pour T6565.
T3865,IT-03450,TARGETS,0.8,Isoler IT-03450 et appliquer les correctifs pour T3865.
CVE-2025-8617,IT-05178,TARGETS,0.97,Isoler IT-05178 et appliquer les correctifs pour CVE-2025-8617.
T9076,IT-04867,TARGETS,0.73,Isoler IT-04867 et appliquer les correctifs pour T9076.
T5363,IT-04858,TARGETS,0.99,Isoler IT-04858 et appliquer les correctifs pour T5363.
T2299,IT-07063,TARGETS,0.68,Isoler IT-07063 et appliquer les correctifs pour T2299.
T7312,IT-06105,TARGETS,0.77,Isoler IT-06105 et appliquer les correctifs pour T7312.
CVE-2021-9202,IT-01294,TARGETS,1.0,Isoler IT-01294 et appliquer les correctifs pour CVE-2021-9202.
T8356,IT-03928,TARGETS,0.79,Isoler IT-03928 et appliquer les correctifs pour T8356.
CVE-2025-6277,IT-05624,TARGETS,0.63,Isoler IT-05624 et appliquer les correctifs pour CVE-2025-6277.
CVE-2023-4016,IT-03838,TARGETS,0.67,Isoler IT-03838 et appliquer les correctifs pour CVE-2023-4016.
CVE-2024-4695,IT-00051,TARGETS,0.7,Isoler IT-00051 et appliquer les correctifs pour CVE-2024-4695.
T7312,IT-08015,TARGETS,0.56,Isoler IT-08015 et appliquer les correctifs pour T7312.
CVE-2023-8133,IT-03293,TARGETS,0.58,Isoler IT-03293 et appliquer les correctifs pour CVE-2023-8133.
T7862,IT-08110,TARGETS,0.97,Isoler IT-08110 et appliquer les correctifs pour T7862.
CVE-2025-9346,IT-08459,TARGETS,0.89,Isoler IT-08459 et appliquer les correctifs pour CVE-2025-9346.
CVE-2025-6277,IT-04821,TARGETS,0.67,Isoler IT-04821 et appliquer les correctifs pour CVE-2025-6277.
CVE-2020-9721,IT-00042,TARGETS,0.95,Isoler IT-00042 et appliquer les correctifs pour CVE-2020-9721.
CVE-2024-3583,IT-03318,TARGETS,0.96,Isoler IT-03318 et appliquer les correctifs pour CVE-2024-3583.
CVE-2022-3624,IT-01345,TARGETS,0.81,Isoler IT-01345 et appliquer les correctifs pour CVE-2022-3624.
T8676,IT-05888,TARGETS,0.78,Isoler IT-05888 et appliquer les correctifs pour T8676.
CVE-2021-6051,IT-08377,TARGETS,0.75,Isoler IT-08377 et appliquer les correctifs pour CVE-2021-6051.
CVE-2024-2010,IT-05734,TARGETS,0.81,Isoler IT-05734 et appliquer les correctifs pour CVE-2024-2010.
CVE-2024-3662,IT-08864,TARGETS,0.99,Isoler IT-08864 et appliquer les correctifs pour CVE-2024-3662.
T8359,IT-00422,TARGETS,0.58,Isoler IT-00422 et appliquer les correctifs pour T8359.
T5057,IT-06016,TARGETS,0.77,Isoler IT-06016 et appliquer les correctifs pour T5057.
CVE-2025-8035,IT-03375,TARGETS,0.92,Isoler IT-03375 et appliquer les correctifs pour CVE-2025-8035.
CVE-2023-3302,IT-02650,TARGETS,0.59,Isoler IT-02650 et appliquer les correctifs pour CVE-2023-3302.
CVE-2020-2995,IT-00763,TARGETS,0.67,Isoler IT-00763 et appliquer les correctifs pour CVE-2020-2995.
T1190,IT-06821,TARGETS,0.77,Isoler IT-06821 et appliquer les correctifs pour T1190.
CVE-2020-3233,IT-03560,TARGETS,0.69,Isoler IT-03560 et appliquer les correctifs pour CVE-2020-3233.
T6837,IT-01788,TARGETS,0.59,Isoler IT-01788 et appliquer les correctifs pour T6837.
T7048,IT-06361,TARGETS,0.96,Isoler IT-06361 et appliquer les correctifs pour T7048.
T7385,IT-08021,TARGETS,0.56,Isoler IT-08021 et appliquer les correctifs pour T7385.
CVE-2025-6277,IT-03194,TARGETS,0.93,Isoler IT-03194 et appliquer les correctifs pour CVE-2025-6277.
T8446,IT-05849,TARGETS,0.77,Isoler IT-05849 et appliquer les correctifs pour T8446.
T4317,IT-02874,TARGETS,0.8,Isoler IT-02874 et appliquer les correctifs pour T4317.
CVE-2023-1946,IT-06420,TARGETS,0.71,Isoler IT-06420 et appliquer les correctifs pour CVE-2023-1946.
CVE-2025-2575,IT-01987,TARGETS,0.65,Isoler IT-01987 et appliquer les correctifs pour CVE-2025-2575.
CVE-2024-8012,IT-01586,TARGETS,0.53,Isoler IT-01586 et appliquer les correctifs pour CVE-2024-8012.
T2929,IT-02645,TARGETS,0.62,Isoler IT-02645 et appliquer les correctifs pour T2929.
CVE-2024-2014,IT-04728,TARGETS,0.81,Isoler IT-04728 et appliquer les correctifs pour CVE-2024-2014.
T1917,IT-02639,TARGETS,0.96,Isoler IT-02639 et appliquer les correctifs pour T1917.
T2692,IT-06616,TARGETS,0.55,Isoler IT-06616 et appliquer les correctifs pour T2692.
CVE-2025-4792,IT-09425,TARGETS,0.77,Isoler IT-09425 et appliquer les correctifs pour CVE-2025-4792.
CVE-2023-1716,IT-08269,TARGETS,0.9,Isoler IT-08269 et appliquer les correctifs pour CVE-2023-1716.
T6332,IT-00155,TARGETS,0.72,Isoler IT-00155 et appliquer les correctifs pour T6332.
T6121,IT-00449,TARGETS,0.71,Isoler IT-00449 et appliquer les correctifs pour T6121.
CVE-2020-4931,IT-09711,TARGETS,0.62,Isoler IT-09711 et appliquer les correctifs pour CVE-2020-4931.
T1227,IT-05131,TARGETS,0.96,Isoler IT-05131 et appliquer les correctifs pour T1227.
CVE-2021-5065,IT-08089,TARGETS,0.57,Isoler IT-08089 et appliquer les correctifs pour CVE-2021-5065.
CVE-2023-9047,IT-08196,TARGETS,0.96,Isoler IT-08196 et appliquer les correctifs pour CVE-2023-9047.
CVE-2023-3287,IT-04962,TARGETS,0.52,Isoler IT-04962 et appliquer les correctifs pour CVE-2023-3287.
T3175,IT-07040,TARGETS,0.7,Isoler IT-07040 et appliquer les correctifs pour T3175.
CVE-2024-6816,IT-04583,TARGETS,0.53,Isoler IT-04583 et appliquer les correctifs pour CVE-2024-6816.
CVE-2021-5036,IT-05679,TARGETS,0.52,Isoler IT-05679 et appliquer les correctifs pour CVE-2021-5036.
CVE-2020-3311,IT-07792,TARGETS,0.5,Isoler IT-07792 et appliquer les correctifs pour CVE-2020-3311.
CVE-2023-2655,IT-03560,TARGETS,0.88,Isoler IT-03560 et appliquer les correctifs pour CVE-2023-2655.
CVE-2025-6119,IT-06686,TARGETS,0.82,Isoler IT-06686 et appliquer les correctifs pour CVE-2025-6119.
T4754,IT-02591,TARGETS,0.76,Isoler IT-02591 et appliquer les correctifs pour T4754.
CVE-2021-1591,IT-08035,TARGETS,0.58,Isoler IT-08035 et appliquer les correctifs pour CVE-2021-1591.
T3209,IT-05677,TARGETS,0.69,Isoler IT-05677 et appliquer les correctifs pour T3209.
T2078,IT-05560,TARGETS,0.61,Isoler IT-05560 et appliquer les correctifs pour T2078.
T4499,IT-04318,TARGETS,0.8,Isoler IT-04318 et appliquer les correctifs pour T4499.
T7207,IT-06808,TARGETS,0.92,Isoler IT-06808 et appliquer les correctifs pour T7207.
CVE-2020-9738,IT-00592,TARGETS,0.58,Isoler IT-00592 et appliquer les correctifs pour CVE-2020-9738.
T6869,IT-03101,TARGETS,0.73,Isoler IT-03101 et appliquer les correctifs pour T6869.
CVE-2024-3662,IT-09395,TARGETS,0.78,Isoler IT-09395 et appliquer les correctifs pour CVE-2024-3662.
T5619,IT-05311,TARGETS,0.56,Isoler IT-05311 et appliquer les correctifs pour T5619.
T2035,IT-00577,TARGETS,0.97,Isoler IT-00577 et appliquer les correctifs pour T2035.
CVE-2021-6046,IT-04085,TARGETS,0.71,Isoler IT-04085 et appliquer les correctifs pour CVE-2021-6046.
T5231,IT-04290,TARGETS,0.97,Isoler IT-04290 et appliquer les correctifs pour T5231.
CVE-2021-2334,IT-07210,TARGETS,0.92,Isoler IT-07210 et appliquer les correctifs pour CVE-2021-2334.
CVE-2021-1503,IT-03238,TARGETS,0.73,Isoler IT-03238 et appliquer les correctifs pour CVE-2021-1503.
CVE-2025-7981,IT-06016,TARGETS,0.91,Isoler IT-06016 et appliquer les correctifs pour CVE-2025-7981.
T5150,IT-07977,TARGETS,0.97,Isoler IT-07977 et appliquer les correctifs pour T5150.
CVE-2024-5805,IT-01649,TARGETS,0.86,Isoler IT-01649 et appliquer les correctifs pour CVE-2024-5805.
CVE-2021-9366,IT-01721,TARGETS,0.54,Isoler IT-01721 et appliquer les correctifs pour CVE-2021-9366.
T4113,IT-06148,TARGETS,0.99,Isoler IT-06148 et appliquer les correctifs pour T4113.
CVE-2020-7851,IT-07900,TARGETS,0.58,Isoler IT-07900 et appliquer les correctifs pour CVE-2020-7851.
CVE-2021-7724,IT-05853,TARGETS,0.9,Isoler IT-05853 et appliquer les correctifs pour CVE-2021-7724.
CVE-2024-9120,IT-04043,TARGETS,0.55,Isoler IT-04043 et appliquer les correctifs pour CVE-2024-9120.
T4081,IT-08110,TARGETS,0.6,Isoler IT-08110 et appliquer les correctifs pour T4081.
CVE-2020-2327,IT-00897,TARGETS,0.78,Isoler IT-00897 et appliquer les correctifs pour CVE-2020-2327.
CVE-2024-2988,IT-04126,TARGETS,0.55,Isoler IT-04126 et appliquer les correctifs pour CVE-2024-2988.
T8359,IT-07807,TARGETS,0.78,Isoler IT-07807 et appliquer les correctifs pour T8359.
CVE-2022-2241,IT-06566,TARGETS,0.55,Isoler IT-06566 et appliquer les correctifs pour CVE-2022-2241.
T4408,IT-00824,TARGETS,0.8,Isoler IT-00824 et appliquer les correctifs pour T4408.
CVE-2022-7018,IT-02131,TARGETS,0.99,Isoler IT-02131 et appliquer les correctifs pour CVE-2022-7018.
T1101,IT-08652,TARGETS,0.93,Isoler IT-08652 et appliquer les correctifs pour T1101.
T7337,IT-03906,TARGETS,0.85,Isoler IT-03906 et appliquer les correctifs pour T7337.
CVE-2022-4745,IT-03122,TARGETS,0.71,Isoler IT-03122 et appliquer les correctifs pour CVE-2022-4745.
CVE-2022-7138,IT-01761,TARGETS,0.88,Isoler IT-01761 et appliquer les correctifs pour CVE-2022-7138.
T4113,IT-09542,TARGETS,0.88,Isoler IT-09542 et appliquer les correctifs pour T4113.
T2766,IT-06274,TARGETS,0.61,Isoler IT-06274 et appliquer les correctifs pour T2766.
T8036,IT-04440,TARGETS,0.53,Isoler IT-04440 et appliquer les correctifs pour T8036.
CVE-2020-5648,IT-05591,TARGETS,0.57,Isoler IT-05591 et appliquer les correctifs pour CVE-2020-5648.
T2798,IT-04802,TARGETS,0.77,Isoler IT-04802 et appliquer les correctifs pour T2798.
CVE-2020-8074,IT-00218,TARGETS,0.74,Isoler IT-00218 et appliquer les correctifs pour CVE-2020-8074.
T4872,IT-09280,TARGETS,0.92,Isoler IT-09280 et appliquer les correctifs pour T4872.
T2035,IT-04378,TARGETS,0.72,Isoler IT-04378 et appliquer les correctifs pour T2035.
CVE-2020-6664,IT-03472,TARGETS,0.62,Isoler IT-03472 et appliquer les correctifs pour CVE-2020-6664.
CVE-2020-3228,IT-02816,TARGETS,0.91,Isoler IT-02816 et appliquer les correctifs pour CVE-2020-3228.
T9499,IT-00998,TARGETS,0.92,Isoler IT-00998 et appliquer les correctifs pour T9499.
CVE-2025-3154,IT-07273,TARGETS,0.92,Isoler IT-07273 et appliquer les correctifs pour CVE-2025-3154.
CVE-2024-5383,IT-01170,TARGETS,0.68,Isoler IT-01170 et appliquer les correctifs pour CVE-2024-5383.
CVE-2024-1044,IT-03254,TARGETS,0.69,Isoler IT-03254 et appliquer les correctifs pour CVE-2024-1044.
CVE-2022-5269,IT-09419,TARGETS,0.73,Isoler IT-09419 et appliquer les correctifs pour CVE-2022-5269.
CVE-2020-6574,IT-00924,TARGETS,0.97,Isoler IT-00924 et appliquer les correctifs pour CVE-2020-6574.
T1523,IT-00449,TARGETS,0.81,Isoler IT-00449 et appliquer les correctifs pour T1523.
T8548,IT-08087,TARGETS,0.6,Isoler IT-08087 et appliquer les correctifs pour T8548.
T5725,IT-07672,TARGETS,0.82,Isoler IT-07672 et appliquer les correctifs pour T5725.
CVE-2022-7396,IT-07542,TARGETS,0.99,Isoler IT-07542 et appliquer les correctifs pour CVE-2022-7396.
CVE-2024-1576,IT-05979,TARGETS,0.91,Isoler IT-05979 et appliquer les correctifs pour CVE-2024-1576.
T3845,IT-00194,TARGETS,0.76,Isoler IT-00194 et appliquer les correctifs pour T3845.
T2817,IT-06382,TARGETS,0.73,Isoler IT-06382 et appliquer les correctifs pour T2817.
T2444,IT-00767,TARGETS,0.92,Isoler IT-00767 et appliquer les correctifs pour T2444.
T3333,IT-09872,TARGETS,0.59,Isoler IT-09872 et appliquer les correctifs pour T3333.
CVE-2022-3238,IT-07813,TARGETS,0.55,Isoler IT-07813 et appliquer les correctifs pour CVE-2022-3238.
T3477,IT-09391,TARGETS,0.81,Isoler IT-09391 et appliquer les correctifs pour T3477.
CVE-2024-2196,IT-03848,TARGETS,0.95,Isoler IT-03848 et appliquer les correctifs pour CVE-2024-2196.
T1917,IT-05847,TARGETS,0.82,Isoler IT-05847 et appliquer les correctifs pour T1917.
CVE-2023-6229,IT-05241,TARGETS,0.88,Isoler IT-05241 et appliquer les correctifs pour CVE-2023-6229.
T6774,IT-01644,TARGETS,0.99,Isoler IT-01644 et appliquer les correctifs pour T6774.
CVE-2022-5996,IT-01656,TARGETS,0.78,Isoler IT-01656 et appliquer les correctifs pour CVE-2022-5996.
CVE-2020-9419,IT-08719,TARGETS,0.94,Isoler IT-08719 et appliquer les correctifs pour CVE-2020-9419.
